(storm) D:\Zhiyu\GNN-UDS\surrogate>python maxred.py --env chaohu --act rand --pop_size 64 --processes 8 --rain_num 100 --rain_suffix chaohu_testall --result_dir maxred_all100 --termination n_gen 100
MaxRed configs: Namespace(act='rand', crossover=[1.0, 3.0], directed=False, env='chaohu', length=0, mutation=[1.0, 3.0], order=1, pop_size=64, processes=8, rain_dir='./envs/config/', rain_num=100, rain_suffix='chaohu_testall', result_dir='./results/chaohu/maxred_all100', sampling=0.4, setting_duration=10, termination=['n_gen', 100])
Runoff time: 46.26052403450012 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Function value: [53682.50503919]
Runoff time: 45.430516958236694 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  3.146483E+04 |  1.374943E+04
     2 |      128 |  2.680001E+04 |  1.374943E+04
     3 |      192 |  2.513221E+04 |  1.374943E+04
     4 |      256 |  2.373569E+04 |  1.374943E+04
     5 |      320 |  2.131549E+04 |  1.222541E+04
     6 |      384 |  1.985787E+04 |  1.221604E+04
     7 |      448 |  1.811036E+04 |  1.221604E+04
     8 |      512 |  1.704603E+04 |  1.221604E+04
     9 |      576 |  1.514754E+04 |  1.221604E+04
    10 |      640 |  1.295473E+04 |  1.199754E+04
    11 |      704 |  1.235458E+04 |  1.171864E+04
    12 |      768 |  1.209693E+04 |  1.138691E+04
    13 |      832 |  1.192463E+04 |  1.138691E+04
    14 |      896 |  1.172415E+04 |  1.136372E+04
    15 |      960 |  1.163992E+04 |  1.094512E+04
    16 |     1024 |  1.151634E+04 |  1.094512E+04
    17 |     1088 |  1.138940E+04 |  1.094512E+04
    18 |     1152 |  1.134085E+04 |  1.094512E+04
    19 |     1216 |  1.129753E+04 |  1.094512E+04
    20 |     1280 |  1.123253E+04 |  1.091564E+04
    21 |     1344 |  1.117796E+04 |  1.086293E+04
    22 |     1408 |  1.111037E+04 |  1.086269E+04
    23 |     1472 |  1.105968E+04 |  1.072537E+04
    24 |     1536 |  1.098701E+04 |  1.072537E+04
    25 |     1600 |  1.093132E+04 |  1.072537E+04
    26 |     1664 |  1.089153E+04 |  1.072537E+04
    27 |     1728 |  1.084301E+04 |  1.062747E+04
    28 |     1792 |  1.080732E+04 |  1.062747E+04
    29 |     1856 |  1.079343E+04 |  1.062747E+04
    30 |     1920 |  1.077036E+04 |  1.062747E+04
    31 |     1984 |  1.074334E+04 |  1.056235E+04
    32 |     2048 |  1.072623E+04 |  1.056235E+04
    33 |     2112 |  1.068589E+04 |  1.044574E+04
    34 |     2176 |  1.066661E+04 |  1.044574E+04
    35 |     2240 |  1.064741E+04 |  1.044574E+04
    36 |     2304 |  1.061764E+04 |  1.044574E+04
    37 |     2368 |  1.057919E+04 |  1.030910E+04
    38 |     2432 |  1.053676E+04 |  1.030910E+04
    39 |     2496 |  1.049181E+04 |  1.030910E+04
    40 |     2560 |  1.046088E+04 |  1.030910E+04
    41 |     2624 |  1.042654E+04 |  1.027877E+04
    42 |     2688 |  1.039258E+04 |  1.026716E+04
    43 |     2752 |  1.034710E+04 |  1.020989E+04
    44 |     2816 |  1.030944E+04 |  1.016893E+04
    45 |     2880 |  1.027444E+04 |  1.015487E+04
    46 |     2944 |  1.025520E+04 |  1.015337E+04
    47 |     3008 |  1.021969E+04 |  1.013678E+04
    48 |     3072 |  1.017162E+04 |  1.013051E+04
    49 |     3136 |  1.015223E+04 |  1.002955E+04
    50 |     3200 |  1.013397E+04 |  1.001776E+04
    51 |     3264 |  1.010151E+04 |  9.995170E+03
    52 |     3328 |  1.005409E+04 |  9.971405E+03
    53 |     3392 |  1.000682E+04 |  9.949029E+03
    54 |     3456 |  9.987410E+03 |  9.931471E+03
    55 |     3520 |  9.971849E+03 |  9.919822E+03
    56 |     3584 |  9.961815E+03 |  9.919822E+03
    57 |     3648 |  9.951907E+03 |  9.919822E+03
    58 |     3712 |  9.937914E+03 |  9.847018E+03
    59 |     3776 |  9.918186E+03 |  9.841636E+03
    60 |     3840 |  9.889295E+03 |  9.841636E+03
    61 |     3904 |  9.874390E+03 |  9.841636E+03
    62 |     3968 |  9.868755E+03 |  9.841636E+03
    63 |     4032 |  9.864074E+03 |  9.841636E+03
    64 |     4096 |  9.862262E+03 |  9.841636E+03
    65 |     4160 |  9.860326E+03 |  9.841636E+03
    66 |     4224 |  9.859422E+03 |  9.841636E+03
    67 |     4288 |  9.858161E+03 |  9.841636E+03
    68 |     4352 |  9.856302E+03 |  9.831525E+03
    69 |     4416 |  9.855211E+03 |  9.831525E+03
    70 |     4480 |  9.854104E+03 |  9.822170E+03
    71 |     4544 |  9.851762E+03 |  9.822170E+03
    72 |     4608 |  9.850347E+03 |  9.822170E+03
    73 |     4672 |  9.847041E+03 |  9.807801E+03
    74 |     4736 |  9.843631E+03 |  9.807801E+03
    75 |     4800 |  9.838920E+03 |  9.805500E+03
    76 |     4864 |  9.832537E+03 |  9.802276E+03
    77 |     4928 |  9.826378E+03 |  9.802276E+03
    78 |     4992 |  9.819045E+03 |  9.802276E+03
    79 |     5056 |  9.816076E+03 |  9.802276E+03
    80 |     5120 |  9.813718E+03 |  9.802276E+03
    81 |     5184 |  9.811850E+03 |  9.802276E+03
    82 |     5248 |  9.810080E+03 |  9.801651E+03
    83 |     5312 |  9.809251E+03 |  9.800292E+03
    84 |     5376 |  9.808443E+03 |  9.799567E+03
    85 |     5440 |  9.807600E+03 |  9.799567E+03
    86 |     5504 |  9.807113E+03 |  9.799567E+03
    87 |     5568 |  9.806409E+03 |  9.799567E+03
    88 |     5632 |  9.805688E+03 |  9.794647E+03
    89 |     5696 |  9.805073E+03 |  9.793576E+03
    90 |     5760 |  9.804468E+03 |  9.793576E+03
    91 |     5824 |  9.803623E+03 |  9.787857E+03
    92 |     5888 |  9.802157E+03 |  9.787857E+03
    93 |     5952 |  9.799962E+03 |  9.787857E+03
    94 |     6016 |  9.798278E+03 |  9.787857E+03
    95 |     6080 |  9.796616E+03 |  9.787857E+03
    96 |     6144 |  9.795458E+03 |  9.787857E+03
    97 |     6208 |  9.794409E+03 |  9.787857E+03
    98 |     6272 |  9.793224E+03 |  9.787857E+03
    99 |     6336 |  9.792571E+03 |  9.787857E+03
   100 |     6400 |  9.792265E+03 |  9.787857E+03
Best solution found: [1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1
 0 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1 2 0 1 0 1 0 0
 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [9787.85734696]
Runoff time: 45.78896141052246 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  1.054494E+05 |  6.868558E+04
     2 |      128 |  1.024992E+05 |  6.868558E+04
     3 |      192 |  1.006746E+05 |  6.868558E+04
     4 |      256 |  9.910814E+04 |  6.868558E+04
     5 |      320 |  9.707717E+04 |  6.868558E+04
     6 |      384 |  9.575989E+04 |  6.868558E+04
     7 |      448 |  9.421951E+04 |  6.868196E+04
     8 |      512 |  9.369411E+04 |  6.868196E+04
     9 |      576 |  9.203605E+04 |  6.868196E+04
    10 |      640 |  9.170303E+04 |  6.868196E+04
    11 |      704 |  9.071927E+04 |  6.868196E+04
    12 |      768 |  8.964303E+04 |  6.868196E+04
    13 |      832 |  8.927463E+04 |  6.868196E+04
    14 |      896 |  8.823170E+04 |  6.868196E+04
    15 |      960 |  8.756549E+04 |  6.868196E+04
    16 |     1024 |  8.674701E+04 |  6.868196E+04
    17 |     1088 |  8.576462E+04 |  6.868196E+04
    18 |     1152 |  8.507897E+04 |  6.868196E+04
    19 |     1216 |  8.359381E+04 |  6.868196E+04
    20 |     1280 |  8.057035E+04 |  6.841144E+04
    21 |     1344 |  7.930846E+04 |  6.841144E+04
    22 |     1408 |  7.684327E+04 |  6.841144E+04
    23 |     1472 |  7.377193E+04 |  6.836623E+04
    24 |     1536 |  7.148584E+04 |  6.822700E+04
    25 |     1600 |  7.041435E+04 |  6.822700E+04
    26 |     1664 |  6.916688E+04 |  6.808908E+04
    27 |     1728 |  6.869782E+04 |  6.793506E+04
    28 |     1792 |  6.824524E+04 |  6.781476E+04
    29 |     1856 |  6.800925E+04 |  6.766074E+04
    30 |     1920 |  6.787953E+04 |  6.766074E+04
    31 |     1984 |  6.777041E+04 |  6.755895E+04
    32 |     2048 |  6.768848E+04 |  6.755895E+04
    33 |     2112 |  6.764166E+04 |  6.747613E+04
    34 |     2176 |  6.760135E+04 |  6.747613E+04
    35 |     2240 |  6.752089E+04 |  6.669775E+04
    36 |     2304 |  6.745864E+04 |  6.669775E+04
    37 |     2368 |  6.733745E+04 |  6.643424E+04
    38 |     2432 |  6.719476E+04 |  6.629358E+04
    39 |     2496 |  6.698965E+04 |  6.602184E+04
    40 |     2560 |  6.683128E+04 |  6.602184E+04
    41 |     2624 |  6.671345E+04 |  6.602184E+04
    42 |     2688 |  6.657871E+04 |  6.602184E+04
    43 |     2752 |  6.634170E+04 |  6.602143E+04
    44 |     2816 |  6.611981E+04 |  6.596194E+04
    45 |     2880 |  6.607091E+04 |  6.595027E+04
    46 |     2944 |  6.603214E+04 |  6.595027E+04
    47 |     3008 |  6.602367E+04 |  6.595027E+04
    48 |     3072 |  6.601697E+04 |  6.595027E+04
    49 |     3136 |  6.600676E+04 |  6.589768E+04
    50 |     3200 |  6.599308E+04 |  6.589768E+04
    51 |     3264 |  6.597441E+04 |  6.585879E+04
    52 |     3328 |  6.594870E+04 |  6.584717E+04
    53 |     3392 |  6.592957E+04 |  6.576995E+04
    54 |     3456 |  6.588776E+04 |  6.576954E+04
    55 |     3520 |  6.583083E+04 |  6.563192E+04
    56 |     3584 |  6.578039E+04 |  6.563109E+04
    57 |     3648 |  6.571486E+04 |  6.561987E+04
    58 |     3712 |  6.565119E+04 |  6.560527E+04
    59 |     3776 |  6.562794E+04 |  6.560527E+04
    60 |     3840 |  6.562395E+04 |  6.560501E+04
    61 |     3904 |  6.561907E+04 |  6.548484E+04
    62 |     3968 |  6.561373E+04 |  6.548484E+04
    63 |     4032 |  6.560855E+04 |  6.547311E+04
    64 |     4096 |  6.560031E+04 |  6.547041E+04
    65 |     4160 |  6.558937E+04 |  6.547041E+04
    66 |     4224 |  6.557229E+04 |  6.546842E+04
    67 |     4288 |  6.554642E+04 |  6.545618E+04
    68 |     4352 |  6.549323E+04 |  6.545137E+04
    69 |     4416 |  6.547002E+04 |  6.545137E+04
    70 |     4480 |  6.536979E+04 |  5.938373E+04
    71 |     4544 |  6.533533E+04 |  5.938373E+04
    72 |     4608 |  6.485807E+04 |  5.938115E+04
    73 |     4672 |  6.406259E+04 |  5.937635E+04
    74 |     4736 |  6.242476E+04 |  5.937022E+04
    75 |     4800 |  6.051286E+04 |  5.931207E+04
    76 |     4864 |  5.943227E+04 |  5.930770E+04
    77 |     4928 |  5.936611E+04 |  5.930209E+04
    78 |     4992 |  5.930386E+04 |  5.738162E+04
    79 |     5056 |  5.924711E+04 |  5.730886E+04
    80 |     5120 |  5.913545E+04 |  5.730383E+04
    81 |     5184 |  5.887120E+04 |  5.729289E+04
    82 |     5248 |  5.838226E+04 |  5.728507E+04
    83 |     5312 |  5.754165E+04 |  5.728507E+04
    84 |     5376 |  5.729813E+04 |  5.717187E+04
    85 |     5440 |  5.727579E+04 |  5.716633E+04
    86 |     5504 |  5.725325E+04 |  5.716633E+04
    87 |     5568 |  5.721401E+04 |  5.715584E+04
    88 |     5632 |  5.717987E+04 |  5.715584E+04
    89 |     5696 |  5.717367E+04 |  5.715584E+04
    90 |     5760 |  5.716930E+04 |  5.714994E+04
    91 |     5824 |  5.716553E+04 |  5.714925E+04
    92 |     5888 |  5.716295E+04 |  5.714925E+04
    93 |     5952 |  5.716048E+04 |  5.713881E+04
    94 |     6016 |  5.715798E+04 |  5.713881E+04
    95 |     6080 |  5.715230E+04 |  5.701567E+04
    96 |     6144 |  5.714562E+04 |  5.701567E+04
    97 |     6208 |  5.713716E+04 |  5.700928E+04
    98 |     6272 |  5.713314E+04 |  5.700878E+04
    99 |     6336 |  5.711920E+04 |  5.699882E+04
   100 |     6400 |  5.710374E+04 |  5.699882E+04
Best solution found: [2 0 1 0 0 1 0 1 1 1 0 0 2 0 0 0 2 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 2
 1 0 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 0 1 1 1 1 2 2 2 0 2 1 1 0 1 1 1 0 1 1 2
 0 1 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Function value: [56998.82170914]
Runoff time: 45.58605909347534 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  1.749974E+04 |  6.596003E+03
     2 |      128 |  1.120722E+04 |  6.450308E+03
     3 |      192 |  9.345109E+03 |  5.621939E+03
     4 |      256 |  7.567641E+03 |  5.424615E+03
     5 |      320 |  6.503137E+03 |  5.380459E+03
     6 |      384 |  5.705452E+03 |  4.378608E+03
     7 |      448 |  5.001100E+03 |  4.198143E+03
     8 |      512 |  4.510476E+03 |  3.935053E+03
     9 |      576 |  4.229942E+03 |  3.907195E+03
    10 |      640 |  4.109443E+03 |  3.804263E+03
    11 |      704 |  3.998034E+03 |  3.753389E+03
    12 |      768 |  3.930273E+03 |  3.645676E+03
    13 |      832 |  3.881779E+03 |  3.645676E+03
    14 |      896 |  3.838494E+03 |  3.645676E+03
    15 |      960 |  3.786113E+03 |  3.645676E+03
    16 |     1024 |  3.766203E+03 |  3.633667E+03
    17 |     1088 |  3.745367E+03 |  3.603720E+03
    18 |     1152 |  3.717985E+03 |  3.589229E+03
    19 |     1216 |  3.682239E+03 |  3.544442E+03
    20 |     1280 |  3.630441E+03 |  3.445096E+03
    21 |     1344 |  3.594244E+03 |  3.445096E+03
    22 |     1408 |  3.560364E+03 |  3.391244E+03
    23 |     1472 |  3.527510E+03 |  3.391244E+03
    24 |     1536 |  3.486595E+03 |  3.361446E+03
    25 |     1600 |  3.473168E+03 |  3.361446E+03
    26 |     1664 |  3.445600E+03 |  3.361446E+03
    27 |     1728 |  3.418047E+03 |  3.361446E+03
    28 |     1792 |  3.399717E+03 |  3.352479E+03
    29 |     1856 |  3.385952E+03 |  3.257891E+03
    30 |     1920 |  3.369816E+03 |  3.247086E+03
    31 |     1984 |  3.352693E+03 |  3.235110E+03
    32 |     2048 |  3.330527E+03 |  3.231143E+03
    33 |     2112 |  3.307472E+03 |  3.212615E+03
    34 |     2176 |  3.264687E+03 |  3.212318E+03
    35 |     2240 |  3.236439E+03 |  3.204542E+03
    36 |     2304 |  3.227965E+03 |  3.200447E+03
    37 |     2368 |  3.222088E+03 |  3.196861E+03
    38 |     2432 |  3.215144E+03 |  3.179527E+03
    39 |     2496 |  3.209475E+03 |  3.179527E+03
    40 |     2560 |  3.201281E+03 |  3.175487E+03
    41 |     2624 |  3.194505E+03 |  3.175487E+03
    42 |     2688 |  3.188959E+03 |  3.163499E+03
    43 |     2752 |  3.184779E+03 |  3.163367E+03
    44 |     2816 |  3.178380E+03 |  3.151704E+03
    45 |     2880 |  3.170065E+03 |  3.014384E+03
    46 |     2944 |  3.157210E+03 |  3.014276E+03
    47 |     3008 |  3.141293E+03 |  3.014276E+03
    48 |     3072 |  3.106778E+03 |  3.002693E+03
    49 |     3136 |  3.055034E+03 |  3.002693E+03
    50 |     3200 |  3.028214E+03 |  3.002693E+03
    51 |     3264 |  3.022609E+03 |  3.000863E+03
    52 |     3328 |  3.016453E+03 |  2.990676E+03
    53 |     3392 |  3.012176E+03 |  2.990676E+03
    54 |     3456 |  3.006041E+03 |  2.978910E+03
    55 |     3520 |  3.001345E+03 |  2.978910E+03
    56 |     3584 |  2.995130E+03 |  2.976573E+03
    57 |     3648 |  2.990389E+03 |  2.965715E+03
    58 |     3712 |  2.985335E+03 |  2.954415E+03
    59 |     3776 |  2.981424E+03 |  2.954415E+03
    60 |     3840 |  2.977548E+03 |  2.954415E+03
    61 |     3904 |  2.972326E+03 |  2.953674E+03
    62 |     3968 |  2.968859E+03 |  2.947552E+03
    63 |     4032 |  2.965683E+03 |  2.942492E+03
    64 |     4096 |  2.963062E+03 |  2.942492E+03
    65 |     4160 |  2.961633E+03 |  2.942492E+03
    66 |     4224 |  2.960082E+03 |  2.937022E+03
    67 |     4288 |  2.957265E+03 |  2.931988E+03
    68 |     4352 |  2.953429E+03 |  2.931988E+03
    69 |     4416 |  2.950415E+03 |  2.924584E+03
    70 |     4480 |  2.948838E+03 |  2.924584E+03
    71 |     4544 |  2.947144E+03 |  2.919529E+03
    72 |     4608 |  2.945372E+03 |  2.919529E+03
    73 |     4672 |  2.941766E+03 |  2.919529E+03
    74 |     4736 |  2.939152E+03 |  2.919529E+03
    75 |     4800 |  2.937669E+03 |  2.919529E+03
    76 |     4864 |  2.935912E+03 |  2.919529E+03
    77 |     4928 |  2.933913E+03 |  2.917706E+03
    78 |     4992 |  2.931469E+03 |  2.911832E+03
    79 |     5056 |  2.929103E+03 |  2.900366E+03
    80 |     5120 |  2.926389E+03 |  2.900366E+03
    81 |     5184 |  2.922853E+03 |  2.900366E+03
    82 |     5248 |  2.918753E+03 |  2.900366E+03
    83 |     5312 |  2.915739E+03 |  2.897537E+03
    84 |     5376 |  2.913384E+03 |  2.897537E+03
    85 |     5440 |  2.911846E+03 |  2.897537E+03
    86 |     5504 |  2.910476E+03 |  2.897537E+03
    87 |     5568 |  2.909642E+03 |  2.897537E+03
    88 |     5632 |  2.909397E+03 |  2.897537E+03
    89 |     5696 |  2.909164E+03 |  2.897537E+03
    90 |     5760 |  2.908993E+03 |  2.897537E+03
    91 |     5824 |  2.908695E+03 |  2.897537E+03
    92 |     5888 |  2.908524E+03 |  2.897537E+03
    93 |     5952 |  2.908142E+03 |  2.897488E+03
    94 |     6016 |  2.907299E+03 |  2.893703E+03
    95 |     6080 |  2.906840E+03 |  2.893703E+03
    96 |     6144 |  2.906008E+03 |  2.893703E+03
    97 |     6208 |  2.905720E+03 |  2.893703E+03
    98 |     6272 |  2.905546E+03 |  2.893703E+03
    99 |     6336 |  2.905487E+03 |  2.893703E+03
   100 |     6400 |  2.905464E+03 |  2.893703E+03
Best solution found: [1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
Function value: [2893.7032931]
Runoff time: 45.47641205787659 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  7.700349E+03 |  3.946130E+03
     2 |      128 |  4.664911E+03 |  3.742397E+03
     3 |      192 |  4.311843E+03 |  2.779450E+03
     4 |      256 |  4.099410E+03 |  2.779450E+03
     5 |      320 |  3.717571E+03 |  2.130299E+03
     6 |      384 |  3.179176E+03 |  2.130299E+03
     7 |      448 |  2.416856E+03 |  1.757825E+03
     8 |      512 |  2.031652E+03 |  1.466319E+03
     9 |      576 |  1.768254E+03 |  1.352923E+03
    10 |      640 |  1.584565E+03 |  1.333839E+03
    11 |      704 |  1.459490E+03 |  1.323175E+03
    12 |      768 |  1.373334E+03 |  1.323175E+03
    13 |      832 |  1.334423E+03 |  1.311730E+03
    14 |      896 |  1.329184E+03 |  1.310466E+03
    15 |      960 |  1.323497E+03 |  1.310466E+03
    16 |     1024 |  1.318625E+03 |  1.293700E+03
    17 |     1088 |  1.313199E+03 |  1.288097E+03
    18 |     1152 |  1.309311E+03 |  1.288097E+03
    19 |     1216 |  1.302635E+03 |  1.270211E+03
    20 |     1280 |  1.296870E+03 |  1.270211E+03
    21 |     1344 |  1.290724E+03 |  1.270211E+03
    22 |     1408 |  1.286507E+03 |  1.270211E+03
    23 |     1472 |  1.281810E+03 |  1.264526E+03
    24 |     1536 |  1.278953E+03 |  1.258646E+03
    25 |     1600 |  1.276120E+03 |  1.258550E+03
    26 |     1664 |  1.271797E+03 |  1.250479E+03
    27 |     1728 |  1.265420E+03 |  1.247054E+03
    28 |     1792 |  1.259615E+03 |  1.238857E+03
    29 |     1856 |  1.255427E+03 |  1.238788E+03
    30 |     1920 |  1.252014E+03 |  1.235049E+03
    31 |     1984 |  1.246343E+03 |  1.235049E+03
    32 |     2048 |  1.242440E+03 |  1.223462E+03
    33 |     2112 |  1.237791E+03 |  1.215567E+03
    34 |     2176 |  1.233789E+03 |  1.215344E+03
    35 |     2240 |  1.230606E+03 |  1.215344E+03
    36 |     2304 |  1.226445E+03 |  1.211915E+03
    37 |     2368 |  1.221788E+03 |  1.203791E+03
    38 |     2432 |  1.218307E+03 |  1.203719E+03
    39 |     2496 |  1.213662E+03 |  1.192216E+03
    40 |     2560 |  1.210669E+03 |  1.192216E+03
    41 |     2624 |  1.207244E+03 |  1.192216E+03
    42 |     2688 |  1.205380E+03 |  1.192216E+03
    43 |     2752 |  1.203884E+03 |  1.192216E+03
    44 |     2816 |  1.201975E+03 |  1.188303E+03
    45 |     2880 |  1.200138E+03 |  1.188186E+03
    46 |     2944 |  1.197450E+03 |  1.178288E+03
    47 |     3008 |  1.193539E+03 |  1.178205E+03
    48 |     3072 |  1.187340E+03 |  1.166867E+03
    49 |     3136 |  1.183559E+03 |  1.164724E+03
    50 |     3200 |  1.180425E+03 |  1.164724E+03
    51 |     3264 |  1.175726E+03 |  1.152993E+03
    52 |     3328 |  1.172108E+03 |  1.152993E+03
    53 |     3392 |  1.168447E+03 |  1.152993E+03
    54 |     3456 |  1.164122E+03 |  1.146141E+03
    55 |     3520 |  1.161812E+03 |  1.146141E+03
    56 |     3584 |  1.157574E+03 |  1.141225E+03
    57 |     3648 |  1.151391E+03 |  1.132265E+03
    58 |     3712 |  1.146288E+03 |  1.132234E+03
    59 |     3776 |  1.141729E+03 |  1.132234E+03
    60 |     3840 |  1.138227E+03 |  1.129836E+03
    61 |     3904 |  1.135271E+03 |  1.120938E+03
    62 |     3968 |  1.132585E+03 |  1.120896E+03
    63 |     4032 |  1.130380E+03 |  1.120562E+03
    64 |     4096 |  1.127526E+03 |  1.109662E+03
    65 |     4160 |  1.124686E+03 |  1.109662E+03
    66 |     4224 |  1.119834E+03 |  1.100070E+03
    67 |     4288 |  1.115809E+03 |  1.099901E+03
    68 |     4352 |  1.112556E+03 |  1.099901E+03
    69 |     4416 |  1.108154E+03 |  1.099901E+03
    70 |     4480 |  1.105554E+03 |  1.099901E+03
    71 |     4544 |  1.103494E+03 |  1.099901E+03
    72 |     4608 |  1.101512E+03 |  1.088569E+03
    73 |     4672 |  1.099808E+03 |  1.088569E+03
    74 |     4736 |  1.097461E+03 |  1.088560E+03
    75 |     4800 |  1.094992E+03 |  1.082567E+03
    76 |     4864 |  1.090483E+03 |  1.077122E+03
    77 |     4928 |  1.087755E+03 |  1.077122E+03
    78 |     4992 |  1.085425E+03 |  1.071079E+03
    79 |     5056 |  1.083167E+03 |  1.070981E+03
    80 |     5120 |  1.079014E+03 |  1.070909E+03
    81 |     5184 |  1.076919E+03 |  1.070907E+03
    82 |     5248 |  1.074813E+03 |  1.070907E+03
    83 |     5312 |  1.072813E+03 |  1.070907E+03
    84 |     5376 |  1.071439E+03 |  1.070907E+03
    85 |     5440 |  1.071040E+03 |  1.070907E+03
    86 |     5504 |  1.071036E+03 |  1.070907E+03
    87 |     5568 |  1.071030E+03 |  1.070907E+03
    88 |     5632 |  1.071021E+03 |  1.070907E+03
    89 |     5696 |  1.071003E+03 |  1.070907E+03
    90 |     5760 |  1.070996E+03 |  1.070907E+03
    91 |     5824 |  1.070982E+03 |  1.070907E+03
    92 |     5888 |  1.070807E+03 |  1.060296E+03
    93 |     5952 |  1.070133E+03 |  1.060273E+03
    94 |     6016 |  1.069073E+03 |  1.060273E+03
    95 |     6080 |  1.066606E+03 |  1.060273E+03
    96 |     6144 |  1.062678E+03 |  1.060251E+03
    97 |     6208 |  1.060356E+03 |  1.060251E+03
    98 |     6272 |  1.060333E+03 |  1.060251E+03
    99 |     6336 |  1.060325E+03 |  1.060251E+03
   100 |     6400 |  1.060323E+03 |  1.060251E+03
Best solution found: [1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
Function value: [1060.25093742]
Runoff time: 45.554566860198975 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  2.171932E+04 |  8.491116E+03
     2 |      128 |  1.683594E+04 |  7.738977E+03
     3 |      192 |  1.443788E+04 |  7.738977E+03
     4 |      256 |  1.288763E+04 |  6.768470E+03
     5 |      320 |  1.155760E+04 |  6.768470E+03
     6 |      384 |  1.026538E+04 |  6.656222E+03
     7 |      448 |  9.256745E+03 |  6.656222E+03
     8 |      512 |  8.365756E+03 |  6.654718E+03
     9 |      576 |  7.524037E+03 |  6.130077E+03
    10 |      640 |  6.751539E+03 |  5.823474E+03
    11 |      704 |  6.337822E+03 |  5.823474E+03
    12 |      768 |  6.095892E+03 |  5.701851E+03
    13 |      832 |  5.978306E+03 |  5.701851E+03
